"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros %","+/-","GP","MIN","FGA","FG%","3PTM","3PT%","FTA","FT%","PTS","REB","AST","ST","BLK","TO","PF"
"*01enn*","Blake Griffin","BOS","PF","282","FA","@ORL<br/>Sat 7:00PM","28.61","15%","+15%","1","8.3","2.0",".000","0.0",".000","2.0",".500","1.0","5.0","1.0","0.0","0.0","0.0","3.0"
"*052fs*","Garrison Mathews","HOU","SG,SF","283","FA","@MIL<br/>Sat 8:00PM","28.6","11%","+11.4%","2","13.4","2.0",".250","0.5",".250","0.0","0","1.5","1.0","0.5","0.0","0.0","0.0","1.0"
"*031mu*","Mike Muscala","OKC","C","284","FA","@DEN<br/>Sat 9:00PM","28.57","5%","+5.1%","1","7.5","4.0",".250","0.0",".000","0.0","0","2.0","3.0","1.0","0.0","0.0","1.0","0.0"
"*042o9*","Georges Niang","PHI","PF","285","FA","SA<br/>Sat 6:00PM","28.5","12%","+11.6%","2","10.1","2.5",".200","0.5",".250","0.0","0","1.5","0.5","0.5","0.0","0.0","0.0","0.5"
"*03r7p*","Willy Hernangomez","NO","C","286","FA","","28.19","14%","+14%","1","5.9","3.0",".333","0.0","0","0.0","0","2.0","5.0","0.0","0.0","0.0","0.0","1.0"
"*04qsn*","Svi Mykhailiuk","NY","SF","287","FA","","28.08","3%","+3.5%","1","1.8","1.0","1.000","1.0","1.000","0.0","0","3.0","2.0","0.0","0.0","0.0","0.0","0.0"
"*05ycx*","Braxton Key","DET","SF","288","FA","@IND<br/>Sat 7:00PM","27.84","1%","+1.4%","1","4.7","1.0","1.000","0.0","0","2.0","1.000","4.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05uj1*","Cameron Thomas","BKN","PG,SG","289","FA","","27.76","29%","+29.2%","1","12.7","4.0",".250","0.0",".000","0.0","0","2.0","0.0","1.0","0.0","0.0","0.0","0.0"
"*04exf*","Edmond Sumner","BKN","SG","290","FA","","27.74","4%","+3.6%","1","18.9","5.0",".400","0.0",".000","2.0","1.000","6.0","1.0","3.0","0.0","0.0","3.0","1.0"
"*04qso*","Keita Bates-Diop","SA","SF","291","FA","@PHI<br/>Sat 6:00PM","27.73","6%","+6.3%","2","6.7","2.0",".750","0.0","0","0.0","0","3.0","0.5","0.0","0.0","0.0","0.5","0.0"
"*03byg*","Montrezl Harrell","PHI","C","292","FA","SA<br/>Sat 6:00PM","27.68","52%","+52.3%","2","6.7","1.5",".333","0.0","0","0.0","0","1.0","0.0","0.0","0.0","0.5","0.5","1.5"
"*005l0*","Nicolas Batum","LAC","SF,PF","293","FA","@SAC<br/>Sat 10:00PM","27.68","21%","+21.5%","1","10.3","0.0","0","0.0","0","2.0",".500","1.0","5.0","0.0","0.0","0.0","0.0","1.0"
"*0621v*","Caleb Houstan","ORL","SF","294","FA","BOS<br/>Sat 7:00PM","27.63","12%","+11.8%","1","21.9","3.0",".000","0.0",".000","0.0","0","0.0","3.0","0.0","0.0","1.0","0.0","3.0"
"*051ol*","Darius Garland","CLE","PG","295","BAM","@CHI<br/>Sat 8:00PM","27.5","100%","+99.8%","1","13.3","8.0",".250","0.0",".000","0.0","0","4.0","1.0","3.0","2.0","1.0","5.0","1.0"
"*042nr*","Damian Jones","LAL","C","296","FA","","27.49","29%","+29.2%","1","7.3","2.0",".500","0.0",".000","0.0","0","2.0","1.0","2.0","0.0","0.0","0.0","0.0"
"*04eww*","Davon Reed","DEN","SG","297","FA","OKC<br/>Sat 9:00PM","27.37","3%","+3.1%","2","9.4","0.5",".000","0.0","0","1.0",".500","0.5","1.0","0.5","1.5","0.0","1.5","0.5"
"*05uit*","Kai Jones","CHA","C","298","FA","","27.34","18%","+18.4%","1","4.3","1.0","1.000","1.0","1.000","0.0","0","3.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*051ou*","Romeo Langford","SA","SG","299","FA","@PHI<br/>Sat 6:00PM","27.33","7%","+6.8%","1","8.8","5.0",".400","0.0","0","0.0","0","4.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0621y*","Max Christie","LAL","SG","300","FA","","27.27","15%","+14.6%","1","1.9","1.0","1.000","1.0","1.000","0.0","0","3.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*04vu2*","Wenyen Gabriel","LAL","PF","301","FA","","27.24","6%","+5.8%","1","7.8","1.0",".000","0.0","0","2.0",".000","0.0","1.0","1.0","0.0","0.0","0.0","2.0"
"*0392f*","Rodney McGruder","DET","SG","302","FA","@IND<br/>Sat 7:00PM","27.19","1%","+1.3%","1","4.7","3.0",".333","1.0",".333","0.0","0","3.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*0621b*","Jalen Williams","OKC","SG,PF","303","FA","@DEN<br/>Sat 9:00PM","26.99","68%","+68%","1","5.9","2.0","1.000","1.0","1.000","0.0","0","5.0","0.0","1.0","0.0","0.0","2.0","3.0"
"*0621a*","Ousmane Dieng","OKC","SF","304","FA","@DEN<br/>Sat 9:00PM","26.49","29%","+29%","1","9.1","3.0",".000","0.0",".000","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*05ujb*","JT Thor","CHA","PF","305","FA","","26.49","14%","+13.7%","1","8.0","1.0",".000","0.0",".000","0.0","0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"*05uih*","Jonathan Kuminga","GS","SF,PF","306","FA","","26.46","63%","+63.3%","2","10.3","2.5",".400","0.0",".000","0.0","0","2.0","2.5","0.0","0.0","0.5","2.0","1.5"
"*042nb*","Juancho Hernangomez","TOR","PF","307","FA","@MIA<br/>Sat 8:00PM","26.07","7%","+6.6%","1","7.1","0.0","0","0.0","0","0.0","0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"*0623a*","Scotty Pippen","LAL","PG","308","FA","","25.79","11%","+11.4%","1","1.9","0.0","0","0.0","0","2.0","1.000","2.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*051pc*","KZ Okpala","SAC","PF","309","FA","LAC<br/>Sat 10:00PM","25.74","7%","+7.3%","1","15.9","1.0",".000","0.0",".000","0.0","0","0.0","2.0","1.0","0.0","0.0","0.0","3.0"
"*05qsr*","Theo Maledon","CHA","PG","310","FA","","25.73","13%","+13.3%","1","4.3","0.0","0","0.0","0","2.0","1.000","2.0","1.0","1.0","0.0","0.0","1.0","0.0"
"*059ca*","Oshae Brissett","IND","SF,PF","311","FA","DET<br/>Sat 7:00PM","25.56","41%","+41%","1","14.3","4.0",".250","1.0",".500","0.0","0","3.0","0.0","0.0","0.0","0.0","1.0","1.0"
"*051ox*","Nickeil Alexander-Walker","UTA","SG,SF","312","FA","","25.53","32%","+31.9%","1","0.9","1.0","1.000","0.0","0","0.0","0","2.0","0.0","1.0","0.0","0.0","0.0","0.0"
"*05uil*","James Bouknight","CHA","SG","313","FA","","25.5","22%","+22%","2","13.8","5.0",".000","0.0",".000","0.0","0","0.0","2.0","0.5","0.0","0.0","0.5","0.5"
"*0621e*","Mark Williams","CHA","C","314","FA","","25.36","47%","+47.1%","1","4.3","0.0","0","0.0","0","2.0","1.000","2.0","1.0","0.0","0.0","0.0","2.0","3.0"
"*06217*","Dyson Daniels","NO","PG","315","FA","","25.35","38%","+37.8%","1","3.2","1.0",".000","0.0","0","0.0","0","0.0","0.0","2.0","0.0","0.0","0.0","1.0"
"*06227*","Ryan Rollins","GS","SG","316","FA","","25.17","13%","+13.4%","1","1.9","1.0",".000","0.0","0","0.0","0","0.0","1.0","1.0","0.0","0.0","0.0","2.0"
"*0623n*","Cole Swider","LAL","SF","317","FA","","25.17","7%","+6.9%","1","1.9","1.0",".000","0.0",".000","0.0","0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"*04yk1*","Haywood Highsmith","MIA","SF","318","FA","TOR<br/>Sat 8:00PM","24.99","6%","+6%","2","2.4","1.0",".000","0.0",".000","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*06223*","Bryce McGowens","CHA","SG","319","FA","","24.53","10%","+10.2%","1","4.3","1.0",".000","0.0",".000","0.0","0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"*05qzd*","Kevon Harris","ORL","SG","320","FA","BOS<br/>Sat 7:00PM","24.41","0%","+0.4%","1","0.6","0.0","0","0.0","0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*06225*","Trevor Keels","NY","SG","321","FA","","24.41","8%","+7.6%","1","0.9","1.0",".000","0.0",".000","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*051ps*","Terance Mann","LAC","SG,SF","322","FA","@SAC<br/>Sat 10:00PM","24.41","33%","+32.7%","1","5.6","0.0","0","0.0","0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*05qst*","Paul Reed","PHI","PF,C","323","FA","SA<br/>Sat 6:00PM","24.41","21%","+21%","1","4.9","0.0","0","0.0","0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"*02nfa*","Austin Rivers","MIN","SG","324","FA","","24.41","6%","+5.6%","2","4.6","0.5",".000","0.0","0","0.0","0","0.0","0.5","0.0","0.0","0.0","0.0","0.0"
"*03acy*","Dario Saric","PHO","PF","325","FA","","24.41","13%","+13%","1","1.7","1.0",".000","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05ujw*","Jericho Sims","NY","C","326","FA","","24.41","11%","+11.2%","1","3.4","0.0","0","0.0","0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*027oq*","Bismack Biyombo","PHO","C","327","FA","","24.36","9%","+9.2%","2","3.7","0.5",".000","0.0","0","0.0","0","0.0","1.0","0.5","0.0","0.0","0.5","1.0"
"*005ll*","George Hill","MIL","PG","328","FA","HOU<br/>Sat 8:00PM","23.99","6%","+6.3%","1","20.5","2.0","1.000","0.0","0","0.0","0","4.0","1.0","0.0","0.0","0.0","2.0","2.0"
"*0621d*","Ochai Agbaji","UTA","SG","329","FA","","23.84","35%","+34.6%","1","0.9","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*043un*","Ryan Arcidiacono","NY","PG","330","FA","","23.84","0%","+0.1%","1","1.8","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"*062d2*","Buddy Boeheim","DET","PG,SG","331","FA","@IND<br/>Sat 7:00PM","23.84","1%","+0.7%","1","0.9","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05qsw*","Leandro Bolmaro","UTA","SG","332","FA","","23.84","9%","+8.7%","1","0.9","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*04exc*","Vlatko Cancar","DEN","PF","333","FA","OKC<br/>Sat 9:00PM","23.84","2%","+1.7%","1","1.5","1.0",".000","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*062pk*","Simone Fontecchio","UTA","SF","334","FA","","23.84","15%","+14.9%","1","0.9","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05qsp*","Isaiah Joe","OKC","SG","335","FA","@DEN<br/>Sat 9:00PM","23.84","8%","+8.4%","1","0.2","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*051pg*","Cody Martin","CHA","SF","336","FA","","23.84","35%","+35.4%","1","0.9","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05uja*","Miles McBride","NY","PG","337","FA","","23.84","13%","+13.1%","1","3.4","0.0","0","0.0","0","2.0",".000","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"*05quh*","Zeke Nnaji","DEN","PF,C","338","FA","OKC<br/>Sat 9:00PM","23.84","17%","+16.9%","1","1.5","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*051p0*","Matisse Thybulle","PHI","SG","339","FA","SA<br/>Sat 6:00PM","23.84","44%","+43.9%","2","0.3","0.0","0","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*04xhy*","Yuta Watanabe","BKN","SF","340","FA","","23.84","2%","+2%","1","8.6","1.0",".000","0.0",".000","2.0",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0621t*","Peyton Watson","DEN","SF","341","FA","OKC<br/>Sat 9:00PM","23.84","12%","+12.2%","1","1.5","1.0",".000","0.0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*005lo*","Serge Ibaka","MIL","PF,C","342","FA","HOU<br/>Sat 8:00PM","23.03","12%","+12.2%","1","3.6","1.0",".000","0.0",".000","0.0","0","0.0","1.0","0.0","0.0","0.0","1.0","1.0"
"*031mx*","Raul Neto","CLE","PG","343","FA","@CHI<br/>Sat 8:00PM","23.03","7%","+6.6%","1","6.0","1.0",".000","0.0",".000","0.0","0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"*0201u*","Ish Smith","DEN","PG","344","FA","OKC<br/>Sat 9:00PM","23.03","9%","+9.2%","1","4.7","1.0",".000","0.0","0","0.0","0","0.0","1.0","0.0","0.0","0.0","1.0","2.0"
"*04847*","Bryn Forbes","MIN","SG","345","FA","","22.46","8%","+8%","2","3.3","1.0",".000","0.0",".000","0.0","0","0.0","0.0","0.0","0.0","0.0","0.5","1.0"
"*05qsk*","Isaac Okoro","CLE","SG,SF","346","FA","@CHI<br/>Sat 8:00PM","22.46","29%","+29.3%","1","11.8","1.0",".000","0.0",".000","0.0","0","0.0","0.0","0.0","0.0","0.0","1.0","4.0"
"*04fkd*","Alberto Abalde","(N/A)","SF","347","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e4*","Awudu Abass","(N/A)","PF","348","FA","","0","1%","+0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mi*","lex Abrines","(N/A)","SG,SF","349","FA","","0","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng1*","Quincy Acy","PHO","SF,PF","350","FA","","0","2%","+1.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ch*","Jalen Adams","(N/A)","PG","351","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rvy*","Jaylen Adams","(N/A)","PG","352","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6q*","Jordan Adams","(N/A)","SG","353","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06238*","Jalen Adaway","(N/A)","SG","354","FA","","0","0%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vxy*","Deng Adel","(N/A)","C","355","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*023tf*","Jeff Adrien","(N/A)","SF,PF","356","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0012t*","Arron Afflalo","(N/A)","SG,SF","357","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0011x*","Maurice Ager","(N/A)","SG,SF","358","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02wym*","Ronnie Aguilar","(N/A)","C","359","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005kr*","Alexis Ajinca","(N/A)","PF,C","360","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0050f*","Deji Akindele","(N/A)","C","361","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02wre*","Josh Akognon","(N/A)","PG,SG","362","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uq3*","DeVaughn Akoon-Purcell","(N/A)","PG","363","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ngh*","Furkan Aldemir","(N/A)","PF","364","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyw*","Cole Aldrich","(N/A)","C","365","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0019g*","LaMarcus Aldridge","(N/A)","PF","366","FA","","0","5%","+5.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03acw*","Cliff Alexander","(N/A)","PF","367","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005kg*","Joe Alexander","(N/A)","SF","368","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052h3*","Kyle Alexander","(N/A)","PF","369","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qvw*","Ty-Shon Alexander","(N/A)","SG","370","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcd*","Bryce Alford","(N/A)","PG","371","FA","","0","1%","+0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sxx*","Rawle Alkins","(N/A)","SG","372","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exg*","Kadeem Allen","NY","SG","373","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027pz*","Lavoy Allen","(N/A)","PF,C","374","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059z0*","Marcus Allen","(N/A)","PG","375","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02x1h*","Ryan Allen","(N/A)","PG,SG","376","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00106*","Tony Allen","(N/A)","SG,SF","377","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0055a*","Lance Allred","(N/A)","C","378","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wvw*","Derrick Alston","(N/A)","SG,SF","379","FA","","0","1%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyk*","Al-Farouq Aminu","(N/A)","SF,PF","380","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0018q*","Louis Amundson","(N/A)","PF","381","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02iuf*","Alan Anderson","(N/A)","SG,SF","382","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wqs*","Jake Anderson","(N/A)","PG","383","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uz5*","James Anderson","(N/A)","SG,SF","384","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nwr*","Justin Anderson","(N/A)","SG,SF","385","FA","","0","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005la*","Ryan Anderson","(N/A)","PF,C","386","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0480b*","Andrew Andrews","(N/A)","PG","387","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gzy*","Zach Andrews","(N/A)","SF,PF","388","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xgi*","Braian Angola-Rodas","(N/A)","SG","389","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exa*","Ike Anigbogu","(N/A)","C","390","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qt0*","Kostas Antetokounmpo","CHI","PF","391","FA","CLE<br/>Sat 8:00PM","0","1%","+0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e7e*","Thanasis Antetokounmpo","MIL","SF","392","FA","HOU<br/>Sat 8:00PM","0","3%","+2.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00129*","Carmelo Anthony","(N/A)","SF","393","FA","","0","12%","+12.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0015v*","Joel Anthony","(N/A)","PF,C","394","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*033l6*","Pero Antic","(N/A)","C","395","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kqq*","Keith Appling","(N/A)","PG","396","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001bw*","Gilbert Arenas","(N/A)","PG","397","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0014u*","Trevor Ariza","(N/A)","SG,SF","398","FA","","0","1%","+0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065vb*","Adonis Arms","(N/A)","SF,PF","399","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0017f*","Hilton Armstrong","(N/A)","PF,C","400","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005km*","Darrell Arthur","(N/A)","PF,C","401","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k0p*","Jamel Artis","(N/A)","SF","402","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sgl*","Brandon Ashley","(N/A)","PF","403","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005lh*","Omer Asik","(N/A)","PF,C","404","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*023zb*","Connor Atchley","(N/A)","PF,C","405","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00123*","Chucky Atkins","(N/A)","PG","406","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03whv*","Darion Atkins","(N/A)","PF","407","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmr*","Eric Atkins","(N/A)","PG","408","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0483i*","Zach Auguste","(N/A)","PF","409","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005kh*","D.J. Augustin","(N/A)","PG","410","FA","","0","0%","+0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0018e*","James Augustine","(N/A)","SF,PF,C","411","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04a9w*","Isaiah Austin","(N/A)","C","412","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048zw*","J.J. Avila","(N/A)","SF","413","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02x6j*","Cyril Awere","(N/A)","C","414","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uur*","Joel Ayayi","(N/A)","SG","415","FA","","0","1%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02h3d*","Gustavo Ayon","(N/A)","PF,C","416","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01eoe*","Jeff Ayres","(N/A)","PF,C","417","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qu5*","Udoka Azubuike","UTA","C","418","FA","","0","16%","+15.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059dn*","Yudai Baba","(N/A)","SF","419","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wr5*","Jordan Bachynski","(N/A)","C","420","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ex3*","Dwayne Bacon","(N/A)","SG","421","FA","","0","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065b6*","Ibou Badji","(N/A)","C","422","FA","","0","0%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049ki*","Marvin Bagley","DET","PF,C","423","FA","@IND<br/>Sat 7:00PM","0","55%","+54.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e7c*","Cameron Bairstow","(N/A)","PF,C","424","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043ck*","Ron Baker","(N/A)","PG,SG","425","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048zq*","Gracin Bakumanya","(N/A)","C","426","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042nc*","Wade Baldwin IV","(N/A)","PG","427","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0621r*","Patrick Baldwin","GS","PF","428","FA","","0","20%","+19.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0017v*","Renaldo Balkman","(N/A)","SF,PF","429","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qto*","LaMelo Ball","CHA","PG,SG","430","CHI-VAN","","0","99%","+99.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz3*","LiAngelo Ball","(N/A)","SG","431","FA","","0","4%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049ka*","Lonzo Ball","CHI","PG","432","CHI-VAN","CLE<br/>Sat 8:00PM","0","76%","+75.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wql*","Mitch Ballock","(N/A)","SG","433","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0440z*","Ondrej Balvin","(N/A)","C","434","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xo0*","James Banks","(N/A)","C","435","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04804*","Anthony Barber","(N/A)","PG","436","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00194*","Leandro Barbosa","(N/A)","PG,SG","437","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0011y*","J.J. Barea","(N/A)","PG,SG","438","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xhp*","Jaylen Barford","(N/A)","PG","439","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001ba*","Andrea Bargnani","(N/A)","PF,C","440","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0626t*","Dominick Barlow","SA","SF,PF","441","FA","@PHI<br/>Sat 6:00PM","0","7%","+7.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00130*","Matt Barnes","(N/A)","SG,SF","442","FA","","0","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
