"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros %","+/-","GP","MIN","FGA","FG%","3PTM","3PT%","FTA","FT%","PTS","REB","AST","ST","BLK","TO","PF"
"*04qs9*","Jevon Carter","MIL","PG","273","FA","ATL<br/>Sat 8:00PM","33.86","8%","-0.4%","4","24.1","5.3",".381","1.3",".313","0.0","0","5.3","2.5","1.8","1.5","0.5","1.8","3.3"
"*04qrs*","Troy Brown","LAL","SF","274","FA","","33.31","11%","+1.8%","3","27.3","8.3",".360","1.3",".364","0.0","0","7.3","5.7","1.7","0.7","0.0","1.7","2.7"
"*03r7r*","Richaun Holmes","SAC","PF,C","275","FA","MIA<br/>Sat 6:00PM","33.17","42%","-6.1%","4","13.0","2.8",".727","0.0","0","1.0",".750","4.8","3.0","0.0","0.5","0.3","0.8","2.5"
"*0621m*","David Roddy","MEM","SF","276","FA","@UTA<br/>Sat 9:00PM","33","22%","-0.4%","5","16.9","6.6",".273","0.4",".111","0.4","1.000","4.4","2.2","0.8","0.2","0.0","0.6","2.0"
"*052fs*","Garrison Mathews","HOU","SG,SF","277","FA","","32.82","10%","-1.5%","6","13.5","2.8",".294","0.8",".294","1.0","1.000","3.5","0.8","0.7","0.2","0.2","0.2","1.5"
"*05uij*","Davion Mitchell","SAC","PG","278","FA","MIA<br/>Sat 6:00PM","32.82","57%","-11.6%","4","16.4","6.0",".333","0.5",".182","0.5","1.000","5.0","1.3","2.5","0.3","0.0","0.5","1.8"
"*03e6z*","Joe Harris","BKN","SG,SF","279","FA","IND<br/>Sat 7:30PM","32.82","29%","-2.2%","3","20.3","5.7",".294","1.3",".333","0.0","0","4.7","3.7","2.0","0.0","0.3","0.0","2.3"
"*04849*","Danuel House","PHI","SF","280","FA","@CHI<br/>Sat 8:00PM","32.2","7%","-2.3%","6","16.6","2.7",".375","0.3",".200","0.7",".500","2.7","1.7","1.0","0.3","0.2","0.8","1.2"
"*042nr*","Damian Jones","LAL","C","281","FA","","32.05","19%","-10.2%","4","12.1","3.0",".417","0.0",".000","1.5",".500","3.3","3.8","0.8","0.0","0.5","0.8","1.5"
"*031mx*","Raul Neto","CLE","PG","282","FA","","31.85","7%","-0.3%","5","10.1","2.8",".429","0.2",".200","0.8","1.000","3.4","1.2","1.0","0.4","0.0","0.4","0.6"
"*04qso*","Keita Bates-Diop","SA","SF","283","FA","","31.83","6%","-0.3%","6","7.9","3.0",".667","0.2",".500","0.5","1.000","4.7","0.8","0.3","0.2","0.0","0.8","0.0"
"*05ujk*","Dalano Banton","TOR","PG,SG,PF","284","FA","","31.77","15%","-2%","6","8.1","2.5",".400","0.2",".143","0.3","1.000","2.5","1.2","0.5","0.3","0.3","0.3","0.7"
"*05uix*","Usman Garuba","HOU","PF,C","285","FA","","31.55","24%","-5.3%","4","12.3","2.0",".625","0.3","1.000","1.0",".250","3.0","4.3","0.8","1.0","0.0","1.5","1.8"
"*05qt6*","Jordan Nwora","MIL","SF","286","FA","ATL<br/>Sat 8:00PM","31.21","14%","-2.4%","4","15.5","4.8",".368","1.0",".500","0.0","0","4.5","4.0","0.3","0.0","0.0","1.0","1.3"
"*01enn*","Blake Griffin","BOS","PF","287","FA","","31.18","11%","-3.6%","4","8.7","2.0",".250","0.3",".333","1.5",".833","2.5","2.8","0.8","0.5","0.0","0.5","2.0"
"*05uuo*","Eugene Omoruyi","OKC","SF","288","FA","@DAL<br/>Sat 9:00PM","30.79","8%","+3%","3","9.9","4.3",".538","0.3",".250","1.7",".800","6.3","2.3","0.3","0.0","0.0","0.3","3.0"
"*059q7*","Juan Toscano-Anderson","LAL","SF","289","FA","","30.52","14%","-2.5%","4","16.4","3.8",".400","0.3",".125","0.3","1.000","3.5","3.3","0.8","0.5","0.0","0.8","1.8"
"*059g0*","Amir Coffey","LAC","SG","290","FA","","30.24","9%","-0.8%","4","9.9","2.5",".200","0.0",".000","2.0",".875","2.8","0.8","0.8","0.3","0.3","0.3","0.8"
"*031m8*","Gorgui Dieng","SA","C","291","FA","","30.21","6%","-0.7%","3","7.8","2.3",".429","0.3",".200","0.0","0","2.3","1.7","2.7","0.0","0.7","0.0","1.7"
"*0621f*","AJ Griffin","ATL","SF","292","FA","@MIL<br/>Sat 8:00PM","30.19","29%","-0.1%","2","6.1","5.0",".700","2.0",".667","0.0","0","9.0","0.0","0.0","1.0","0.0","0.0","1.0"
"*06217*","Dyson Daniels","NO","PG","293","FA","","30.04","37%","+0.3%","2","12.7","3.0",".667","0.5","1.000","1.0","1.000","5.5","1.5","2.0","1.5","0.5","0.5","2.0"
"*0621a*","Ousmane Dieng","OKC","SF","294","FA","@DAL<br/>Sat 9:00PM","29.97","29%","-0.2%","5","12.5","3.6",".222","0.2",".100","0.0","0","1.8","1.6","1.0","0.2","0.4","0.2","0.6"
"*005le*","Robin Lopez","CLE","C","295","FA","","29.84","8%","+2.2%","2","15.1","5.5",".818","0.0","0","0.0","0","9.0","4.5","0.5","0.0","0.5","1.0","1.5"
"*04vu2*","Wenyen Gabriel","LAL","PF","296","FA","","29.39","4%","-1.4%","3","10.7","2.3",".429","0.0",".000","1.3",".500","2.7","2.3","0.7","1.0","0.7","0.3","1.3"
"*04xhy*","Yuta Watanabe","BKN","SF","297","FA","IND<br/>Sat 7:30PM","29.21","3%","+1.3%","4","11.2","1.8",".571","0.8",".600","0.5",".000","2.8","1.3","0.5","0.0","0.3","0.0","1.5"
"*0621v*","Caleb Houstan","ORL","SF","298","FA","","29.02","12%","+0.3%","4","20.5","3.8",".267","0.5",".200","0.5","1.000","3.0","2.3","0.5","0.3","0.3","0.8","2.8"
"*05qtf*","Xavier Tillman","MEM","PF","299","FA","@UTA<br/>Sat 9:00PM","28.69","17%","-0.8%","3","10.5","3.7",".455","0.3",".333","0.0","0","3.7","3.3","0.7","0.0","0.7","0.7","0.7"
"*038xl*","Dewayne Dedmon","MIA","C","300","FA","@SAC<br/>Sat 6:00PM","28.28","13%","-1.4%","5","10.0","2.4",".667","0.2",".500","0.0","0","3.4","1.6","0.4","0.0","0.0","0.6","2.4"
"*005lo*","Serge Ibaka","MIL","PF,C","301","FA","ATL<br/>Sat 8:00PM","28.07","10%","-2%","3","8.0","2.7",".500","0.7",".667","0.7",".500","3.7","2.7","0.0","0.0","0.7","0.7","2.0"
"*04qsp*","Chimezie Metu","SAC","C","302","FA","MIA<br/>Sat 6:00PM","28.02","12%","-1.9%","3","8.3","2.3",".286","0.0",".000","0.7","1.000","2.0","2.3","1.0","0.3","0.3","0.0","1.0"
"*05xco*","Matt Ryan","LAL","SF","303","FA","","27.89","6%","-0.4%","3","13.0","3.7",".455","1.3",".500","0.0","0","4.7","1.0","0.0","0.3","0.0","0.3","2.0"
"*05ujb*","JT Thor","CHA","PF","304","FA","GS<br/>Sat 7:00PM","27.67","13%","-0.6%","4","11.8","2.5",".300","0.3",".125","0.0","0","1.8","2.5","0.3","0.0","0.8","0.5","1.0"
"*0621e*","Mark Williams","CHA","C","305","FA","GS<br/>Sat 7:00PM","27.63","42%","-4.1%","3","4.3","2.3",".571","0.0","0","1.0","1.000","3.7","2.7","0.0","0.0","0.0","0.7","1.0"
"*05qv9*","Anthony Gill","WAS","PF","306","FA","","27.61","3%","+0.6%","5","9.3","1.8",".444","0.2",".200","0.4","1.000","2.2","1.2","0.4","0.0","0.2","0.0","1.4"
"*0018r*","Thaddeus Young","TOR","PF,C","307","FA","","26.91","11%","-2.3%","4","8.1","2.0",".375","0.3",".200","0.0","0","1.8","1.3","0.3","0.8","0.0","0.3","1.0"
"*04qs3*","Landry Shamet","PHO","SG","308","FA","","26.76","10%","-0.2%","3","15.3","3.7",".455","1.0",".375","0.7","1.000","5.0","0.7","1.3","1.0","0.0","0.3","2.3"
"*051p0*","Matisse Thybulle","PHI","SG","309","FA","@CHI<br/>Sat 8:00PM","26.61","30%","-13%","5","5.5","1.4",".286","0.4",".333","0.0","0","1.2","0.6","0.6","0.2","0.4","0.0","0.0"
"*03ad5*","Trey Lyles","SAC","PF,C","310","FA","MIA<br/>Sat 6:00PM","26.57","21%","-4.3%","2","9.2","5.5",".273","1.0",".222","0.0","0","4.0","2.5","0.5","1.0","0.0","0.5","1.0"
"*04qru*","Donte DiVincenzo","GS","PG,SG","311","FA","@CHA<br/>Sat 7:00PM","26.17","25%","-6.2%","3","14.0","3.7",".455","0.7",".333","1.3",".750","5.0","0.7","1.0","0.3","0.0","2.0","1.3"
"*04jwb*","Luke Kornet","BOS","C","312","FA","","26.16","3%","-0.8%","3","12.3","2.0",".500","0.0",".000","0.7",".500","2.3","3.0","1.0","0.0","0.0","0.3","0.7"
"*05uiy*","Josh Christopher","HOU","SG","313","FA","","25.98","25%","-3.4%","5","7.5","3.0",".400","0.0",".000","0.4",".500","2.6","1.2","0.6","0.0","0.0","0.4","0.4"
"*05uit*","Kai Jones","CHA","C","314","FA","GS<br/>Sat 7:00PM","25.8","17%","-1.2%","3","3.8","0.7","1.000","0.3","1.000","1.3",".500","2.3","0.0","0.7","0.0","0.3","0.0","0.0"
"*062pk*","Simone Fontecchio","UTA","SF","315","FA","MEM<br/>Sat 9:00PM","25.71","14%","-1.1%","4","5.7","2.8",".455","0.8",".429","0.0","0","3.3","1.0","0.0","0.0","0.0","0.5","1.0"
"*05uih*","Jonathan Kuminga","GS","SF,PF","316","FA","@CHA<br/>Sat 7:00PM","25.66","52%","-10.6%","4","10.8","2.8",".364","0.0",".000","1.0","1.000","3.0","2.0","0.0","0.0","0.3","1.5","1.8"
"*04847*","Bryn Forbes","MIN","SG","317","FA","","25.63","7%","-0.9%","5","8.1","2.4",".250","0.2",".167","0.4","1.000","1.8","0.4","0.6","0.2","0.0","0.2","0.8"
"*04ex8*","Dillon Brooks","MEM","SG,SF","318","FA","@UTA<br/>Sat 9:00PM","25.6","87%","-4%","2","25.2","12.5",".240","1.5",".273","0.0","0","7.5","1.0","1.5","0.0","0.0","2.0","2.0"
"*05vyx*","Daishen Nix","HOU","PG","319","FA","","25.4","9%","+0.3%","4","15.2","3.3",".462","0.8",".375","1.0",".750","4.5","0.5","2.0","0.3","0.3","1.3","0.8"
"*0598b*","Moses Brown","LAC","C","320","FA","","24.99","6%","-1.4%","3","2.4","1.0",".667","0.0","0","0.7",".500","1.7","0.7","0.0","0.0","0.7","0.0","0.3"
"*05wvu*","David Duke","BKN","SG","321","FA","IND<br/>Sat 7:30PM","24.81","6%","+1.6%","1","20.7","6.0",".667","0.0",".000","2.0","1.000","10.0","5.0","1.0","0.0","0.0","1.0","6.0"
"*05qv8*","Facundo Campazzo","DAL","PG","322","FA","OKC<br/>Sat 9:00PM","24.75","8%","+1.9%","2","7.9","2.0",".250","0.5",".333","0.0","0","1.5","0.0","1.5","1.5","0.0","0.0","0.5"
"*05quh*","Zeke Nnaji","DEN","PF,C","323","FA","","24.73","14%","-2.2%","5","3.9","1.4",".571","0.0",".000","0.0","0","1.6","0.0","0.0","0.2","0.0","0.2","1.6"
"*04qrx*","Josh Okogie","PHO","SG","324","FA","","24.32","5%","+0.3%","5","4.4","1.0",".400","0.0",".000","0.4","1.000","1.2","1.6","0.0","0.2","0.0","0.0","0.6"
"*0621q*","Nikola Jovic","MIA","SF","325","FA","@SAC<br/>Sat 6:00PM","24.1","36%","-3.6%","2","10.7","3.5",".429","0.0",".000","0.0","0","3.0","1.0","0.5","1.0","0.0","0.5","2.5"
"*05qve*","Jae'Sean Tate","HOU","SF,PF","326","FA","","24.03","64%","-3.7%","2","19.0","6.5",".462","0.5",".250","2.0",".750","8.0","4.0","3.5","1.0","0.0","1.5","5.5"
"*027ox*","Markieff Morris","BKN","PF","327","FA","IND<br/>Sat 7:30PM","24","7%","-1%","2","11.0","2.5",".400","1.0",".500","0.0","0","3.0","2.0","0.0","0.0","0.5","0.5","1.5"
"*049kh*","Kevin Knox","DET","SF","328","FA","","23.98","5%","-0.4%","5","7.3","3.4",".176","0.2",".091","0.0","0","1.4","1.2","0.0","0.2","0.0","0.4","1.4"
"*05qsn*","Malachi Flynn","TOR","PG","329","FA","","23.81","13%","-1.7%","3","6.5","2.0",".500","1.0",".600","0.0","0","3.0","0.0","0.0","0.0","0.0","0.0","1.3"
"*04ex4*","Tyler Dorsey","DAL","PG,SG","330","FA","OKC<br/>Sat 9:00PM","23.8","4%","+2.1%","1","4.3","4.0","1.000","1.0","1.000","0.0","0","9.0","2.0","0.0","0.0","0.0","0.0","0.0"
"*04eww*","Davon Reed","DEN","SG","331","FA","","23.78","3%","-0.1%","4","7.3","1.8",".143","0.3",".250","0.5",".500","1.0","0.8","0.3","0.8","0.0","1.0","1.0"
"*03aq3*","Kyle Anderson","MIN","SF,PF","332","FA","","23.59","35%","-5.1%","2","11.4","1.0",".000","0.0",".000","1.0","1.000","1.0","3.0","0.5","0.5","0.5","1.0","0.0"
"*05qzd*","Kevon Harris","ORL","SG","333","FA","","23.59","3%","+1.7%","4","11.8","2.3",".222","0.0",".000","0.5",".500","1.3","1.8","0.8","0.5","0.0","1.0","1.3"
"*05ujh*","Greg Brown","POR","PF","334","FA","","23.39","7%","-0.5%","3","4.3","1.7",".800","0.0","0","1.0",".000","2.7","0.0","0.0","0.3","0.3","0.3","0.0"
"*0622k*","Jabari Walker","POR","PF","335","FA","","23.39","16%","-0.8%","3","4.3","1.0",".667","0.0",".000","0.0","0","1.3","1.7","1.0","0.0","0.0","0.0","0.0"
"*0621t*","Peyton Watson","DEN","SF","336","FA","","23.36","12%","+0.1%","4","2.2","1.8",".429","0.0","0","0.0","0","1.5","0.8","0.0","0.0","0.0","0.0","0.3"
"*0621x*","Jaylin Williams","OKC","PF","337","FA","@DAL<br/>Sat 9:00PM","23.29","20%","-0.5%","1","7.6","4.0",".500","0.0","0","1.0",".000","4.0","6.0","2.0","0.0","0.0","0.0","2.0"
"*051pc*","KZ Okpala","SAC","PF","338","FA","MIA<br/>Sat 6:00PM","23.26","6%","-0.9%","4","9.6","1.3",".200","0.3",".250","0.0","0","0.8","1.5","0.5","0.0","0.0","0.0","1.0"
"*05qt1*","Payton Pritchard","BOS","PG,SG","339","FA","","23.18","15%","-4.1%","2","4.6","3.0",".333","1.0",".667","0.0","0","3.0","0.5","1.0","0.0","0.0","0.0","0.5"
"*01en7*","James Johnson","IND","PF,C","340","FA","@BKN<br/>Sat 7:30PM","23.08","3%","-0.3%","1","11.9","3.0",".333","0.0",".000","0.0","0","2.0","2.0","1.0","0.0","2.0","0.0","1.0"
"*05uji*","Kessler Edwards","BKN","SF","341","FA","IND<br/>Sat 7:30PM","23.01","12%","-0.8%","2","2.4","1.5",".333","0.5",".500","0.0","0","1.5","1.0","1.0","0.5","0.0","0.0","0.0"
"*04yk1*","Haywood Highsmith","MIA","SF","342","FA","@SAC<br/>Sat 6:00PM","22.94","5%","-0.7%","4","5.2","1.3",".200","0.0",".000","0.0","0","0.5","1.0","0.0","0.8","0.0","0.5","0.3"
"*06223*","Bryce McGowens","CHA","SG","343","FA","GS<br/>Sat 7:00PM","22.82","10%","-0.1%","4","3.2","1.0",".500","0.0",".000","0.0","0","1.0","0.3","0.3","0.3","0.3","0.0","0.0"
"*05qst*","Paul Reed","PHI","PF,C","344","FA","@CHI<br/>Sat 8:00PM","22.76","17%","-4.1%","4","4.8","0.5",".000","0.0","0","0.0","0","0.0","0.8","0.0","0.5","0.3","0.3","0.8"
"*03scs*","Boban Marjanovic","HOU","C","345","FA","","22.73","2%","-0.1%","3","3.0","0.7",".500","0.0","0","1.0",".667","1.3","1.0","0.3","0.0","0.0","0.3","0.0"
"*06226*","Moussa Diabate","LAC","PF","346","FA","","22.7","7%","-0.7%","1","1.8","1.0","1.000","0.0","0","1.0","1.000","3.0","2.0","1.0","1.0","0.0","0.0","0.0"
"*051pm*","Admiral Schofield","ORL","PF","347","FA","","22.7","1%","0%","1","13.3","3.0",".667","1.0",".500","0.0","0","5.0","2.0","0.0","0.0","0.0","0.0","3.0"
"*0621y*","Max Christie","LAL","SG","348","FA","","22.67","13%","-1.2%","2","2.3","0.5","1.000","0.5","1.000","1.0","1.000","2.5","1.0","0.5","0.0","0.0","0.0","0.0"
"*05uj2*","Jaden Springer","PHI","PG","349","FA","@CHI<br/>Sat 8:00PM","22.49","12%","-0.2%","2","2.1","1.5",".667","0.0","0","1.0",".500","2.5","1.0","0.0","0.0","0.5","0.0","0.5"
"*05uiv*","Keon Johnson","POR","SG","350","FA","","22.49","18%","-1.1%","3","11.6","3.7",".455","0.7",".286","0.7",".500","4.3","2.0","1.0","0.7","0.7","1.7","1.0"
"*051ou*","Romeo Langford","SA","SG","351","FA","","22.46","6%","-0.4%","3","8.5","3.0",".444","0.0","0","0.0","0","2.7","0.3","0.3","0.0","0.0","0.3","0.3"
"*04ewg*","Justin Jackson","BOS","SF","352","FA","","22.37","1%","+0.6%","1","5.5","3.0",".667","2.0","1.000","0.0","0","6.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05qsp*","Isaiah Joe","OKC","SG","353","FA","@DAL<br/>Sat 9:00PM","22.2","8%","-0.2%","4","1.9","0.8",".333","0.0",".000","0.0","0","0.5","0.3","0.8","0.3","0.0","0.0","0.3"
"*03kdj*","Khem Birch","TOR","C","354","FA","","22.12","7%","-1%","2","6.5","1.0",".500","0.0","0","0.0","0","1.0","1.5","0.0","0.0","0.5","0.0","2.5"
"*05uuw*","McKinley Wright","DAL","PG","355","FA","OKC<br/>Sat 9:00PM","22.06","2%","0%","1","5.0","4.0",".250","0.0",".000","0.0","0","2.0","2.0","2.0","1.0","0.0","0.0","0.0"
"*05qsk*","Isaac Okoro","CLE","SG,SF","356","FA","","21.94","24%","-4.6%","5","15.2","3.0",".267","0.0",".000","0.0","0","1.6","0.8","0.0","0.2","0.0","1.0","2.2"
"*051ol*","Darius Garland","CLE","PG","357","BAM","","21.93","100%","-0.1%","1","13.3","8.0",".250","0.0",".000","0.0","0","4.0","1.0","3.0","2.0","1.0","5.0","1.0"
"*0622e*","Tyrese Martin","ATL","SG","358","FA","@MIL<br/>Sat 8:00PM","21.76","3%","+0.1%","2","2.3","1.0","1.000","0.0","0","0.0","0","2.0","0.0","0.0","0.5","0.0","0.0","0.0"
"*05ujp*","BJ Boston","LAC","SG","359","FA","","21.68","13%","-0.8%","3","2.4","1.7",".600","0.0",".000","0.0","0","2.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*03r7p*","Willy Hernangomez","NO","C","360","FA","","21.55","11%","-2.7%","2","7.0","2.5",".200","0.0",".000","1.0","1.000","2.0","4.5","0.5","0.0","0.0","0.5","1.0"
"*06236*","Trevor Hudgins","HOU","PG","361","FA","","21.55","1%","+0.5%","1","3.8","1.0","1.000","1.0","1.000","0.0","0","3.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*051p4*","Ty Jerome","GS","SG","362","FA","@CHA<br/>Sat 7:00PM","21.54","3%","-0.7%","2","10.0","1.5",".333","0.5",".333","0.0","0","1.5","0.5","1.0","0.0","0.0","0.0","1.0"
"*05uj1*","Cameron Thomas","BKN","PG,SG","363","FA","IND<br/>Sat 7:30PM","21.52","26%","-3.2%","2","6.8","2.0",".250","0.0",".000","0.0","0","1.0","0.0","0.5","0.0","0.0","0.0","0.0"
"*04uq6*","Theo Pinson","DAL","SG","364","FA","OKC<br/>Sat 9:00PM","21.51","1%","+0.3%","1","7.0","0.0","0","0.0","0","2.0","1.000","2.0","2.0","1.0","0.0","0.0","0.0","0.0"
"*0621o*","Blake Wesley","SA","PG","365","FA","","21.47","25%","-1.6%","1","15.3","6.0",".667","2.0",".667","0.0","0","10.0","0.0","4.0","0.0","0.0","1.0","3.0"
"*05wqo*","Dru Smith","MIA","SG","366","FA","@SAC<br/>Sat 6:00PM","21.47","1%","+0.3%","1","5.6","3.0",".333","0.0",".000","0.0","0","2.0","1.0","0.0","1.0","0.0","0.0","1.0"
"*05ycx*","Braxton Key","DET","SF","367","FA","","21.32","2%","-0.1%","1","4.7","1.0","1.000","0.0","0","2.0","1.000","4.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*04ews*","Tony Bradley","CHI","C","368","FA","PHI<br/>Sat 8:00PM","21.29","4%","0%","2","3.1","0.5",".000","0.0",".000","0.0","0","0.0","1.5","0.0","0.0","0.0","0.0","0.0"
"*04qsn*","Svi Mykhailiuk","NY","SF","369","FA","","21.27","3%","-0.2%","1","1.8","1.0","1.000","1.0","1.000","0.0","0","3.0","2.0","0.0","0.0","0.0","0.0","0.0"
"*05yoh*","Lindy Waters","OKC","SG","370","FA","@DAL<br/>Sat 9:00PM","21.17","3%","-0.2%","2","8.0","3.0",".167","0.5",".167","0.0","0","1.5","1.0","0.0","0.0","0.0","0.0","0.0"
"*0622c*","Isaiah Mobley","CLE","PF","371","FA","","21.14","8%","-0.2%","1","4.1","1.0","1.000","1.0","1.000","0.0","0","3.0","1.0","0.0","0.0","0.0","0.0","1.0"
"*0621d*","Ochai Agbaji","UTA","SG","372","FA","MEM<br/>Sat 9:00PM","21.07","31%","-2.7%","2","10.0","3.5",".571","0.0",".000","1.0",".500","4.5","0.5","0.0","0.0","0.0","0.0","1.0"
"*06221*","Kennedy Chandler","MEM","PG","373","FA","@UTA<br/>Sat 9:00PM","21.01","17%","-0.4%","2","4.7","1.0",".000","0.0","0","0.5",".000","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"*06235*","Kenneth Lofton","MEM","PF,C","374","FA","@UTA<br/>Sat 9:00PM","20.95","16%","-0.7%","2","4.7","2.0",".500","0.0",".000","0.5",".000","2.0","0.5","0.5","0.0","0.0","0.0","1.5"
"*0621b*","Jalen Williams","OKC","SG,PF","375","FA","@DAL<br/>Sat 9:00PM","20.84","62%","-5.9%","1","5.9","2.0","1.000","1.0","1.000","0.0","0","5.0","0.0","1.0","0.0","0.0","2.0","3.0"
"*04qsu*","Shake Milton","PHI","SG","376","FA","@CHI<br/>Sat 8:00PM","20.83","11%","-2.5%","2","7.5","2.0",".250","0.0","0","0.0","0","1.0","0.5","1.0","0.0","0.0","0.0","1.0"
"*0392f*","Rodney McGruder","DET","SG","377","FA","","20.81","1%","-0.4%","2","3.9","1.5",".333","0.5",".333","0.0","0","1.5","0.5","0.0","0.0","0.0","0.0","0.0"
"*0015o*","Udonis Haslem","MIA","PF","378","FA","@SAC<br/>Sat 6:00PM","20.75","0%","-0.1%","1","2.3","1.0",".000","0.0","0","0.0","0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"*03e79*","Dwight Powell","DAL","C","379","FA","OKC<br/>Sat 9:00PM","20.65","13%","-3.1%","1","7.1","0.0","0","0.0","0","2.0",".500","1.0","0.0","0.0","0.0","1.0","1.0","2.0"
"*051ox*","Nickeil Alexander-Walker","UTA","SG,SF","380","FA","MEM<br/>Sat 9:00PM","20.56","24%","-6.9%","3","4.9","2.3",".429","0.3",".333","0.7","1.000","3.0","0.0","2.0","0.3","0.3","0.0","0.3"
"*0201u*","Ish Smith","DEN","PG","381","FA","","20.49","7%","-2.3%","4","3.6","1.3",".200","0.0","0","0.0","0","0.5","0.5","0.5","0.0","0.3","0.8","0.8"
"*062sr*","Jack White","DEN","PG,SG,SF","382","FA","","20.48","1%","0%","2","2.0","0.0","0","0.0","0","0.0","0","0.0","0.5","0.0","0.5","0.0","0.0","0.0"
"*0623a*","Scotty Pippen","LAL","PG","383","FA","","20.44","11%","-0.6%","1","1.9","0.0","0","0.0","0","2.0","1.000","2.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*03nwo*","Frank Kaminsky","ATL","PF,C","384","FA","@MIL<br/>Sat 8:00PM","20.33","5%","-2%","1","3.0","0.0","0","0.0","0","0.0","0","0.0","2.0","1.0","0.0","0.0","0.0","1.0"
"*062xs*","Chima Moneke","SAC","SF,PF","385","FA","MIA<br/>Sat 6:00PM","20.33","2%","0%","1","6.3","1.0",".000","0.0","0","2.0",".000","0.0","2.0","1.0","0.0","0.0","0.0","2.0"
"*059ca*","Oshae Brissett","IND","SF,PF","386","FA","@BKN<br/>Sat 7:30PM","20.32","28%","-12.9%","2","10.6","3.0",".167","0.5",".250","0.0","0","1.5","1.5","0.0","0.0","0.0","1.0","0.5"
"*05uud*","Justin Champagnie","TOR","SF","387","FA","","20.24","5%","-0.4%","1","3.2","1.0","1.000","0.0","0","0.0","0","2.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*042nb*","Juancho Hernangomez","TOR","PF","388","FA","","20.12","6%","-1.1%","2","5.2","1.0",".000","0.0",".000","0.0","0","0.0","0.5","0.0","0.5","0.0","0.5","0.5"
"*042nl*","Furkan Korkmaz","PHI","SG","389","FA","@CHI<br/>Sat 8:00PM","20.07","8%","-3.1%","2","2.1","0.5",".000","0.0",".000","0.0","0","0.0","0.5","0.5","0.0","0.0","0.0","0.0"
"*02nfa*","Austin Rivers","MIN","SG","390","FA","","20.07","5%","-0.7%","3","7.5","1.0",".000","0.0",".000","0.0","0","0.0","0.3","0.3","0.0","0.0","0.0","0.0"
"*06227*","Ryan Rollins","GS","SG","391","FA","@CHA<br/>Sat 7:00PM","20.07","13%","-0.2%","2","1.4","0.5",".000","0.0","0","0.0","0","0.0","0.5","0.5","0.0","0.0","0.0","1.0"
"*0623n*","Cole Swider","LAL","SF","392","FA","","20.07","7%","-0.3%","1","1.9","1.0",".000","0.0",".000","0.0","0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"*05qts*","Nathan Knight","MIN","PF","393","FA","","19.97","3%","-0.3%","2","1.8","0.0","0","0.0","0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.5"
"*05ux3*","Jordan Goodwin","WAS","PG","394","FA","","19.9","1%","+0.6%","1","2.3","1.0","1.000","0.0","0","0.0","0","2.0","3.0","0.0","0.0","0.0","1.0","0.0"
"*0621n*","MarJon Beauchamp","MIL","SG","395","FA","ATL<br/>Sat 8:00PM","19.83","17%","-0.9%","1","2.2","1.0","1.000","0.0","0","0.0","0","2.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05qsw*","Leandro Bolmaro","UTA","SG","396","FA","MEM<br/>Sat 9:00PM","19.8","8%","-0.7%","2","8.1","1.5",".333","0.0",".000","0.0","0","1.0","0.5","1.0","0.0","0.5","0.5","1.5"
"*05qu7*","Trent Forrest","ATL","PG","397","FA","@MIL<br/>Sat 8:00PM","19.8","2%","-0.1%","2","1.7","0.0","0","0.0","0","0.0","0","0.0","0.0","0.5","0.0","0.0","0.0","0.0"
"*06234*","AJ Green","MIL","SG","398","FA","ATL<br/>Sat 8:00PM","19.8","1%","0%","1","2.2","0.0","0","0.0","0","0.0","0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"*027oq*","Bismack Biyombo","PHO","C","399","FA","","19.7","9%","+0.1%","3","10.3","2.7",".625","0.0","0","0.7",".500","3.7","5.0","1.0","0.0","0.7","0.3","2.3"
"*051oo*","Jaxson Hayes","NO","PF,C","400","FA","","19.7","27%","-1.2%","3","8.1","0.7",".000","0.0",".000","0.7",".000","0.0","1.0","0.7","0.0","0.0","0.3","0.7"
"*05wmn*","Malcolm Hill","CHI","SF","401","FA","PHI<br/>Sat 8:00PM","19.7","0%","+0.1%","2","0.5","0.0","0","0.0","0","0.0","0","0.0","0.5","0.0","0.0","0.0","0.0","0.0"
"*06225*","Trevor Keels","NY","SG","402","FA","","19.7","8%","0%","1","0.9","1.0",".000","0.0",".000","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*031ls*","Alex Len","SAC","C","403","FA","MIA<br/>Sat 6:00PM","19.7","4%","-0.4%","1","3.2","0.0","0","0.0","0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
