"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros %","+/-","GP","MIN","FGA","FG%","3PTM","3PT%","FTA","FT%","PTS","REB","AST","ST","BLK","TO","PF"
"*02nf1*","Anthony Davis","LAL","PF,C","15","JR","","88.97","100%","0%","4","35.1","18.5",".527","0.5",".182","5.3",".762","24.0","9.5","2.0","2.8","2.3","1.5","2.5"
"*0011e*","LeBron James","LAL","PG,SF,PF","16","BNH","","88.95","99%","0%","5","36.5","22.0",".445","2.0",".244","5.4",".778","25.8","9.4","7.2","1.6","0.8","4.4","2.2"
"*051oi*","Ja Morant","MEM","PG","17","BNH","@UTA<br/>Sat 9:00PM","88.86","100%","0%","5","32.9","20.4",".529","2.6",".565","9.6",".875","32.6","4.4","6.8","0.8","0.6","3.4","2.2"
"*031m2*","Giannis Antetokounmpo","MIL","PF,C","18","CHI-VAN","ATL<br/>Sat 8:00PM","88.79","100%","-0.1%","4","35.1","21.0",".631","1.3",".313","10.8",".628","34.5","13.3","6.3","0.8","1.8","3.5","2.5"
"*05qsq*","Tyrese Maxey","PHI","PG,SG","19","BOS","@CHI<br/>Sat 8:00PM","87.89","100%","+0.1%","6","38.8","16.5",".525","3.3",".488","4.3",".769","24.0","3.5","3.5","1.2","0.2","2.2","2.3"
"*051p9*","Keldon Johnson","SA","SF,PF","20","MPJ","","87.42","100%","0%","6","32.8","18.0",".444","3.7",".423","5.2",".774","23.7","5.3","3.5","1.3","0.0","2.5","1.8"
"*05qt3*","Desmond Bane","MEM","SG,SF","21","DOBB","@UTA<br/>Sat 9:00PM","87.41","100%","+0.1%","5","32.7","17.6",".432","4.4",".468","3.6",".833","22.6","4.4","5.6","0.8","0.4","1.6","2.8"
"*03ad4*","D'Angelo Russell","MIN","PG,SG","22","DOBB","","87.04","98%","+0.1%","6","31.8","13.2",".430","1.8",".333","3.8",".783","16.2","4.0","6.3","2.0","0.8","3.2","1.5"
"*04qro*","Shai Gilgeous-Alexander","OKC","PG,SG","23","HUGG","@DAL<br/>Sat 9:00PM","86.96","99%","-0.1%","4","35.4","23.0",".478","1.8",".412","5.5","1.000","29.3","4.8","6.5","2.5","1.3","3.0","2.3"
"*04qrk*","Trae Young","ATL","PG","24","MPJ","@MIL<br/>Sat 8:00PM","86.65","100%","+0.1%","5","35.3","22.4",".393","2.4",".293","10.2",".922","29.4","3.4","10.6","0.4","0.2","2.4","2.2"
"*03ad3*","Karl-Anthony Towns","MIN","PF,C","25","CHI-VAN","","86.65","100%","0%","6","35.5","15.3",".457","2.2",".382","4.5",".963","20.5","7.5","5.5","0.7","0.2","3.3","3.3"
"*04azw*","Lauri Markkanen","UTA","SF,PF","26","MPJ","MEM<br/>Sat 9:00PM","86.65","100%","+0.2%","6","33.7","16.7",".490","1.8",".282","3.7",".818","21.2","9.0","2.7","0.7","0.5","2.0","1.8"
"*001aw*","Kevin Durant","BKN","SF,PF","27","BAM","IND<br/>Sat 7:30PM","86.61","99%","-0.1%","5","37.3","20.6",".534","1.8",".333","10.4",".904","33.2","4.4","4.0","0.6","1.8","3.6","3.0"
"*027p0*","Nikola Vucevic","CHI","C","28","HUGG","PHI<br/>Sat 8:00PM","86.53","100%","0%","6","30.0","13.5",".407","1.2",".269","4.0",".958","16.0","10.7","2.8","0.0","1.2","1.7","2.3"
"*02nf6*","Damian Lillard","POR","PG","29","HUGG","","86.41","99%","+0.1%","5","34.9","19.4",".495","4.0",".392","8.4",".929","31.0","4.8","4.6","0.8","0.4","3.8","1.4"
"*05uib*","Cade Cunningham","DET","PG,SG","30","DOBB","","85.91","100%","0%","6","33.7","19.7",".441","1.3",".286","4.7",".821","22.5","5.5","6.3","1.2","0.3","3.3","3.0"
"*03al2*","Joel Embiid","PHI","C","31","CTM","@CHI<br/>Sat 8:00PM","85.36","100%","-0.1%","5","35.0","18.8",".521","1.0",".278","8.6",".814","27.6","10.0","3.2","0.4","1.4","3.4","3.0"
"*027pg*","Bojan Bogdanovic","DET","SF,PF","32","DOBB","","83.83","93%","+2.3%","6","31.1","14.5",".517","4.0",".511","4.3",".923","23.0","3.5","2.0","0.3","0.0","1.2","2.2"
"*01eon*","DeMar DeRozan","CHI","SG,SF,PF","33","CTM","PHI<br/>Sat 8:00PM","83.1","100%","+0.1%","6","34.3","17.5",".524","0.3",".286","8.5",".882","26.2","3.5","4.7","1.2","0.2","1.7","2.2"
"*04ewn*","OG Anunoby","TOR","SF,PF","34","HUGG","","82.96","99%","-0.3%","6","36.1","10.8",".431","1.8",".393","3.0",".778","13.5","6.5","1.5","2.0","0.8","2.0","3.7"
"*04ewk*","John Collins","ATL","PF,C","35","MPJ","@MIL<br/>Sat 8:00PM","81.86","99%","0%","5","33.9","11.2",".571","1.0",".333","2.2","1.000","16.0","10.4","0.6","1.4","2.4","2.2","3.2"
"*051ot*","Tyler Herro","MIA","PG,SG","36","BOS","@SAC<br/>Sat 6:00PM","81.37","100%","0%","6","32.2","14.5",".437","2.2",".325","3.0",".889","17.5","7.2","3.3","0.5","0.3","1.8","2.3"
"*05qug*","Anthony Edwards","MIN","SG,SF","37","BOS","","81.19","100%","0%","6","36.4","19.5",".470","3.0",".353","4.2",".600","23.8","6.8","4.2","0.7","0.2","3.5","2.8"
"*03byk*","Jordan Clarkson","UTA","SG","38","MPJ","MEM<br/>Sat 9:00PM","81.19","94%","+1.9%","6","30.1","13.8",".410","3.0",".367","3.0",".778","16.7","4.3","4.8","0.5","1.0","2.5","1.8"
"*03nwm*","Devin Booker","PHO","SG","39","DOBB","","80.99","100%","+0.1%","5","37.5","19.4",".515","2.4",".414","7.6",".895","29.2","3.4","5.4","1.0","0.2","3.0","1.8"
"*051pa*","Kevin Porter","HOU","PG,SG","40","CTM","","80.94","100%","0%","6","34.6","17.5",".419","1.8",".367","4.8",".828","20.5","6.3","5.2","1.7","0.5","3.8","2.7"
"*03lls*","Jaylen Brown","BOS","SG,SF","41","BOS","","80.65","100%","0%","5","37.7","20.6",".476","2.2",".314","5.0",".760","25.6","6.0","3.0","1.4","1.2","3.2","2.8"
"*02xg9*","Rudy Gobert","MIN","C","42","JR","","80.51","99%","0%","6","33.3","9.2",".655","0.0",".000","5.2",".581","15.0","15.2","1.2","0.7","1.7","1.7","2.5"
"*0015b*","Kyle Lowry","MIA","PG","43","JR","@SAC<br/>Sat 6:00PM","79.86","95%","-0.7%","6","33.5","9.5",".351","2.3",".350","3.5",".857","12.0","3.5","5.3","1.5","0.3","1.8","3.2"
"*05qu0*","Jaden McDaniels","MIN","SF,PF","44","CHI-VAN","","79.65","88%","-0.7%","6","31.6","7.7",".543","1.0",".333","2.7",".875","11.7","3.0","1.2","1.5","1.8","1.0","3.2"
"*05qub*","Isaiah Stewart","DET","PF,C","45","BNH","","79.52","96%","+0.1%","6","28.3","8.8",".396","1.0",".222","5.5",".667","11.7","9.8","1.3","0.5","0.5","0.5","2.3"
"*04ewr*","Kyle Kuzma","WAS","SF,PF","46","BOS","","79.2","100%","0%","5","34.1","15.8",".456","2.2",".344","5.0",".760","20.4","7.2","2.2","0.2","1.0","1.8","3.4"
"*03ajv*","Julius Randle","NY","PF","47","REIM","","78.95","100%","-0.1%","5","33.1","15.2",".447","1.2",".273","5.4",".778","19.0","9.4","2.8","1.2","0.2","1.8","4.4"
"*04ewf*","Bam Adebayo","MIA","PF,C","48","BAM","@SAC<br/>Sat 6:00PM","78.81","100%","-0.1%","6","34.7","11.7",".529","0.0",".000","5.0",".833","16.5","8.3","2.5","1.3","1.0","4.0","2.8"
"*04qse*","Gary Trent","TOR","SG,SF","49","DOBB","","77.97","97%","-0.3%","6","37.1","16.0",".438","3.7",".393","2.2",".692","19.2","2.0","1.2","1.3","0.2","1.2","1.0"
"*042n3*","Buddy Hield","IND","SG,SF","50","JR","@BKN<br/>Sat 7:30PM","77.94","98%","-0.6%","6","27.5","13.3",".463","4.0",".444","1.0",".833","17.2","5.2","3.0","0.3","0.3","1.7","2.0"
"*04qsa*","Jalen Brunson","NY","PG,SG","51","HUGG","","77.61","99%","+0.1%","5","34.2","14.0",".486","1.6",".381","4.4",".773","18.6","4.2","7.2","1.0","0.2","1.8","3.0"
"*027p4*","Tobias Harris","PHI","SF,PF","52","REIM","@CHI<br/>Sat 8:00PM","77.54","96%","-0.7%","6","32.3","11.3",".441","2.3",".378","0.5",".667","12.7","6.2","2.5","1.3","0.5","0.7","2.5"
"*06215*","Bennedict Mathurin","IND","SG,SF","53","BAM","@BKN<br/>Sat 7:30PM","77.3","97%","+0.5%","6","26.8","14.3",".442","2.2",".371","5.2",".839","19.2","4.5","2.3","0.7","0.0","1.8","2.5"
"*042n6*","Jakob Poeltl","SA","C","54","HUGG","","77.25","100%","+0.1%","6","28.7","10.0",".650","0.0","0","4.8",".586","15.8","11.0","3.7","0.5","0.5","2.0","1.8"
"*04qrl*","Wendell Carter","ORL","PF,C","55","BOS","","77.02","100%","0%","6","32.1","11.0",".455","0.7",".190","4.2",".800","14.0","9.2","2.7","0.7","0.3","2.2","3.8"
"*03el5*","Kristaps Porzingis","WAS","PF,C","56","MPJ","","76.72","99%","0%","5","30.9","13.8",".478","2.2",".423","3.2",".750","17.8","7.4","2.2","0.6","1.0","2.0","4.2"
"*06212*","Jabari Smith","HOU","SF,PF","57","CTM","","76.53","99%","-0.1%","6","32.2","13.2",".342","2.5",".357","2.7",".875","13.8","6.5","1.0","0.3","1.3","0.7","4.2"
"*05qty*","Jalen Smith","IND","SF,PF,C","58","CHI-VAN","@BKN<br/>Sat 7:30PM","76.03","98%","+0.9%","6","23.7","10.2",".525","1.2",".318","3.0",".722","14.0","8.5","0.8","0.2","1.2","1.0","1.8"
"*05uic*","Jalen Green","HOU","SG","59","JR","","75.7","100%","-0.1%","6","33.7","19.2",".391","2.8",".370","3.3",".850","20.7","5.0","2.3","0.8","0.3","2.2","1.8"
"*049kb*","De'Aaron Fox","SAC","PG","60","JR","MIA<br/>Sat 6:00PM","75.07","100%","+0.1%","4","34.8","20.8",".590","2.8",".423","4.3",".765","30.5","5.8","5.8","1.3","0.5","4.3","3.8"
"*042nf*","Caris LeVert","CLE","SG,SF","61","BOS","","75.03","89%","+1.2%","5","36.1","13.2",".379","3.2",".552","5.2",".808","17.4","3.6","6.4","1.4","0.2","2.4","3.0"
"*0015e*","Mike Conley","UTA","PG","62","MPJ","MEM<br/>Sat 9:00PM","74.5","91%","+1%","6","30.5","9.8",".356","2.2",".371","2.7",".688","11.0","2.3","7.3","1.3","0.7","1.7","2.2"
"*05qtq*","Tre Jones","SA","PG","63","BOS","","73.86","96%","+0.3%","6","30.9","10.3",".419","0.8",".357","4.2",".960","13.5","4.3","4.8","1.5","0.3","2.3","2.2"
"*02nf3*","Bradley Beal","WAS","SG","64","BNH","","73.85","97%","-0.1%","5","35.0","14.8",".595","1.2",".316","4.2",".905","22.6","4.2","5.8","1.0","0.8","3.6","2.4"
"*05qtr*","Devin Vassell","SA","SG,SF","65","MPJ","","72.99","99%","0%","4","32.4","16.5",".409","3.3",".394","4.0",".750","19.8","5.0","4.5","1.3","0.0","1.0","1.3"
"*027oo*","Jonas Valanciunas","NO","C","66","HUGG","","72.63","100%","0%","5","26.8","12.0",".533","0.4",".286","4.8",".958","17.8","11.2","2.6","0.6","0.6","1.2","2.2"
"*04ewm*","Jarrett Allen","CLE","C","67","CTM","","72.47","100%","-0.1%","5","33.9","9.4",".574","0.0",".000","3.4",".706","13.2","11.4","1.6","0.2","1.2","0.8","2.6"
"*05qt0*","Saddiq Bey","DET","SF,PF","68","CHI-VAN","","72.09","99%","-0.2%","6","31.3","10.0",".433","1.5",".310","4.5",".852","14.0","5.7","1.2","0.5","0.3","1.3","1.3"
"*03e6n*","Jusuf Nurkic","POR","C","69","REIM","","71.86","99%","0%","6","30.6","10.0",".483","0.2",".250","4.3",".846","13.5","12.2","2.5","0.8","1.2","2.3","3.0"
"*051pn*","Jaylen Nowell","MIN","SG","70","FA","","71.78","62%","+20%","6","21.5","13.7",".439","1.5",".290","1.3",".750","14.5","4.8","2.5","0.8","0.2","0.2","1.5"
"*05uid*","Evan Mobley","CLE","PF,C","71","JR","","71.65","100%","-0.2%","5","34.7","10.4",".577","0.4",".333","4.4",".773","15.8","5.8","2.0","1.2","1.2","2.6","2.6"
"*04qrr*","Michael Porter","DEN","SF","72","BNH","","71.4","98%","-0.3%","5","29.3","13.2",".500","4.0",".541","2.0",".800","18.8","7.2","1.2","0.6","0.4","1.6","4.0"
"*03nwq*","Christian Wood","DAL","PF,C","73","HUGG","OKC<br/>Sat 9:00PM","70.99","100%","-0.1%","4","25.8","10.5",".619","2.5",".667","8.5",".647","21.0","8.0","1.3","0.3","0.8","2.3","3.0"
"*03nwk*","Kelly Oubre Jr.","CHA","SG,SF","74","CHI-VAN","GS<br/>Sat 7:00PM","70.83","93%","+0.6%","5","28.5","15.4",".403","1.8",".290","3.0",".667","16.2","5.4","0.6","1.8","0.2","1.2","3.6"
"*042n7*","Domantas Sabonis","SAC","PF,C","75","DOBB","MIA<br/>Sat 6:00PM","70.78","100%","-0.1%","4","30.2","9.5",".500","0.0",".000","6.0",".667","13.5","9.8","6.3","1.0","1.0","2.3","4.0"
"*031lx*","CJ McCollum","NO","PG,SG","76","REIM","","70.65","98%","0%","5","34.7","19.4",".412","1.6",".242","3.0",".867","20.2","3.2","8.0","1.4","0.2","2.0","2.0"
"*01uyj*","Paul George","LAC","SG,SF,PF","77","BNH","","70.47","98%","-0.3%","4","34.9","16.5",".424","1.8",".259","4.8",".947","20.3","7.5","4.3","1.5","0.3","3.5","2.5"
"*0558t*","Max Strus","MIA","SG,SF","78","FA","@SAC<br/>Sat 6:00PM","70.2","70%","+4.3%","6","30.2","10.7",".469","2.5",".375","1.3",".625","13.3","5.5","1.7","0.3","0.7","1.0","1.7"
"*05uie*","Scottie Barnes","TOR","SG,SF,PF","79","BOS","","69.78","100%","0%","5","28.6","11.0",".527","1.2",".500","2.0",".800","14.4","5.6","3.6","1.2","0.6","1.8","1.6"
"*05uj4*","Santi Aldama","MEM","PF,C","80","CHI-VAN","@UTA<br/>Sat 9:00PM","69.74","83%","+1.3%","5","30.6","8.6",".465","1.2",".273","2.4",".750","11.0","6.4","1.0","1.0","1.4","0.6","2.4"
"*04ewu*","Josh Hart","POR","SG,SF","81","CTM","","69.66","98%","+0.3%","6","35.9","7.3",".523","0.5",".375","2.7",".875","10.5","9.2","4.0","1.3","0.2","1.7","2.0"
"*05uii*","Franz Wagner","ORL","SF,PF","82","BNH","","69.36","99%","+0.1%","6","33.1","14.5",".460","1.0",".214","1.8",".818","15.8","4.8","4.0","1.2","0.2","3.0","2.0"
"*03al0*","Aaron Gordon","DEN","SF,PF","83","BAM","","69.3","93%","+0.5%","6","27.9","11.0",".500","0.3",".105","3.0",".556","13.0","6.5","2.2","0.2","1.2","1.5","1.2"
"*03aq2*","Jerami Grant","POR","SF,PF","84","DOBB","","69.25","98%","-0.4%","6","34.8","10.5",".460","1.7",".400","6.2",".703","15.7","4.0","2.2","0.7","0.7","1.7","1.8"
"*042nt*","Ivica Zubac","LAC","C","85","BAM","","69.16","96%","+1%","5","30.0","7.0",".571","0.0",".000","2.4",".667","9.6","13.0","1.6","0.0","2.8","2.2","2.0"
"*01uz7*","Gordon Hayward","CHA","SF,PF","86","BAM","GS<br/>Sat 7:00PM","68.92","95%","+0.3%","5","32.6","13.8",".522","1.4",".368","4.8",".750","19.4","5.0","4.2","0.8","0.2","3.6","1.0"
"*051p8*","Jordan Poole","GS","PG,SG","87","REIM","@CHA<br/>Sat 7:00PM","68.58","100%","-0.1%","5","26.2","10.6",".434","1.6",".320","4.2",".810","14.2","1.2","6.0","1.4","0.0","2.4","2.2"
"*06214*","Jaden Ivey","DET","SG","88","JR","","68.39","97%","+0.5%","5","29.5","12.2",".459","1.6",".400","3.4",".706","15.2","3.8","4.4","1.2","0.0","2.2","3.4"
"*051po*","Bol Bol","ORL","PF,C","89","DOBB","","68.28","68%","+36.4%","6","18.8","6.5",".641","0.3",".286","1.8",".727","10.0","6.0","0.3","0.2","2.3","1.2","1.2"
"*0527l*","Luguentz Dort","OKC","SG,SF","90","CTM","@DAL<br/>Sat 9:00PM","68.25","90%","+0.5%","5","30.5","13.2",".333","1.0",".161","4.4",".864","13.6","4.2","2.4","1.6","0.0","1.2","3.0"
"*04qsi*","Jarred Vanderbilt","UTA","PF,C","91","FA","MEM<br/>Sat 9:00PM","68.18","94%","+2.2%","6","25.1","6.7",".550","0.3",".400","1.8",".545","8.7","9.3","2.0","1.7","0.5","1.7","4.7"
"*031m0*","Kelly Olynyk","UTA","C","92","MPJ","MEM<br/>Sat 9:00PM","68.08","82%","+1.4%","6","27.2","8.3",".520","2.0",".632","2.5",".600","12.2","4.3","3.7","1.2","0.3","3.0","4.5"
"*05ujc*","Ayo Dosunmu","CHI","PG,SG","93","HUGG","PHI<br/>Sat 8:00PM","67.69","83%","+1.6%","6","29.9","9.8",".508","1.8",".458","0.7","1.000","12.5","4.7","3.2","1.0","0.3","1.2","2.3"
"*051pb*","Nicolas Claxton","BKN","C","94","BOS","IND<br/>Sat 7:30PM","67.36","97%","+0.3%","5","28.8","7.8",".641","0.0",".000","3.6",".444","11.6","8.4","0.4","0.4","2.0","1.2","2.6"
"*005ki*","Brook Lopez","MIL","C","95","DOBB","ATL<br/>Sat 8:00PM","66.74","85%","+2.8%","4","30.2","11.5",".370","2.0",".276","1.5",".833","11.8","6.5","1.5","0.8","4.0","0.8","2.8"
"*02nf8*","Terrence Ross","ORL","SG,SF","96","FA","","66.02","54%","+0.4%","6","31.8","10.0",".467","2.2",".394","1.0",".667","12.2","3.2","1.2","1.0","0.3","0.3","2.7"
"*051oj*","RJ Barrett","NY","SG,SF","97","BAM","","65.86","99%","-0.8%","5","35.6","18.0",".378","0.8",".143","4.8",".792","18.2","6.0","2.2","0.0","0.4","2.2","1.8"
"*05qtd*","Nick Richards","CHA","C","98","BOS","GS<br/>Sat 7:00PM","65.66","64%","+5.1%","5","21.4","7.0",".714","0.0","0","4.2",".762","13.2","7.4","0.6","0.0","0.4","0.0","1.6"
"*05uis*","Tre Mann","OKC","PG","99","FA","@DAL<br/>Sat 9:00PM","65.62","67%","+20.7%","5","27.6","14.0",".414","2.0",".313","1.8",".667","14.8","3.2","3.2","1.2","0.0","1.0","2.0"
"*03r7u*","Josh Richardson","SA","SG,SF,PF","100","MPJ","","64.9","45%","+14.3%","6","24.4","8.3",".480","2.3",".452","1.3","1.000","11.7","2.7","3.7","1.0","0.2","1.3","1.8"
"*04qs1*","Anfernee Simons","POR","PG,SG","101","REIM","","64.79","98%","+0.2%","6","36.1","17.5",".429","3.7",".373","2.0",".917","20.5","2.8","3.2","1.0","0.3","2.7","2.7"
"*049s5*","Dennis Smith","CHA","PG","102","CTM","GS<br/>Sat 7:00PM","64.72","68%","+11.4%","5","28.2","10.6",".491","1.0",".455","0.6",".333","11.6","2.6","5.8","2.0","0.6","1.4","2.6"
"*042ne*","Malik Beasley","UTA","SG,SF","103","FA","MEM<br/>Sat 9:00PM","64.2","54%","-2.2%","6","24.6","10.3",".387","1.7",".303","1.3",".875","10.8","2.2","0.8","1.3","0.3","0.5","0.5"
"*04qrv*","Lonnie Walker","LAL","SG,SF","104","FA","","63.97","62%","+1.7%","5","30.6","13.0",".415","0.8",".148","2.4",".750","13.4","3.0","2.6","1.2","0.8","1.6","2.0"
"*04jwd*","Royce O'Neale","BKN","SF,PF","105","FA","IND<br/>Sat 7:30PM","63.92","64%","+6.2%","5","37.4","10.0",".340","2.2",".355","0.4","1.000","9.4","4.2","2.4","1.8","1.2","1.2","3.6"
"*03ams*","Zach LaVine","CHI","SG,SF","106","REIM","PHI<br/>Sat 8:00PM","63.92","99%","-0.1%","3","31.8","15.0",".444","3.7",".579","7.7",".826","23.3","3.7","3.7","1.3","0.3","2.7","1.0"
"*0017e*","Chris Paul","PHO","PG","107","REIM","","63.83","99%","-0.1%","5","33.0","9.0",".333","1.0",".294","2.4",".917","9.2","5.4","10.0","2.0","0.2","2.2","3.0"
"*04qsm*","De'Anthony Melton","PHI","PG,SF","108","FA","@CHI<br/>Sat 8:00PM","63.77","67%","-11.4%","6","20.9","7.0",".476","1.2",".368","0.5","1.000","8.3","3.0","2.2","2.2","0.0","0.2","1.3"
"*01eo9*","Jrue Holiday","MIL","PG,SG","109","CTM","ATL<br/>Sat 8:00PM","63.73","98%","-0.1%","4","34.0","16.8",".313","1.5",".273","2.3",".889","14.0","5.3","7.0","1.5","1.3","2.3","2.5"
"*031lv*","Kentavious Caldwell-Pope","DEN","SG,SF","110","FA","","63.18","74%","+0.2%","5","31.1","8.6",".465","2.6",".500","1.2","1.000","11.8","3.8","3.0","1.2","0.2","1.2","2.6"
"*03al1*","Marcus Smart","BOS","PG,SG","111","BNH","","63.14","96%","-1.5%","5","35.3","9.8",".327","1.4",".226","2.6",".846","10.0","3.2","6.2","1.2","0.4","2.2","3.0"
"*051pw*","Jalen McDaniels","CHA","SF","112","FA","GS<br/>Sat 7:00PM","62.59","49%","+13.4%","5","23.0","7.0",".486","1.8",".643","1.6","1.000","10.2","5.6","2.2","0.6","0.8","0.8","2.8"
"*05qtl*","Cole Anthony","ORL","PG","113","FA","","62.4","95%","-0.8%","4","30.4","13.3",".415","1.8",".350","3.8",".733","15.5","4.8","4.3","0.8","0.8","2.0","3.5"
"*051os*","P.J. Washington","CHA","PF,C","114","JR","GS<br/>Sat 7:00PM","61.71","97%","-1.3%","5","28.3","11.2",".393","2.4",".400","1.2",".833","12.2","3.8","1.6","0.4","1.4","1.8","3.0"
"*049kd*","Deandre Ayton","PHO","C","115","BAM","","61.4","99%","-0.1%","5","26.1","12.4",".548","0.2",".333","2.2",".727","15.4","8.2","2.0","0.6","0.4","2.6","3.8"
"*03nwn*","Bobby Portis","MIL","SF,PF,C","116","CHI-VAN","ATL<br/>Sat 8:00PM","61.2","97%","-0.6%","4","24.1","11.8",".489","1.3",".385","1.5",".833","14.0","10.3","0.5","0.8","0.8","0.8","1.8"
"*03e6s*","Clint Capela","ATL","C","117","JR","@MIL<br/>Sat 8:00PM","60.95","97%","-1.3%","5","26.1","6.2",".516","0.0","0","1.0",".600","7.0","9.2","0.8","0.8","2.0","0.8","1.8"
"*03r7m*","Cedi Osman","CLE","SF","118","FA","","60.58","41%","+10.4%","5","27.7","9.6",".479","2.0",".417","2.6",".769","13.2","2.8","2.4","0.2","0.2","0.8","3.4"
"*042n1*","Brandon Ingram","NO","SF,PF","119","REIM","","60.56","99%","-0.1%","3","26.4","12.7",".579","1.3",".571","7.3",".818","22.0","5.7","4.0","1.3","0.3","3.3","1.0"
"*04exe*","Monte Morris","WAS","PG","120","CHI-VAN","","60.5","88%","+0.5%","5","27.0","7.6",".421","1.2",".429","1.6",".625","8.6","4.2","6.6","0.6","0.4","0.6","1.6"
"*05uir*","Trey Murphy","NO","SF","121","BOS","","60.25","83%","+10.3%","5","30.5","8.8",".591","3.2",".615","1.6",".875","15.0","6.2","1.0","1.2","0.2","1.2","3.2"
"*05uiw*","Isaiah Jackson","IND","PF,C","122","CTM","@BKN<br/>Sat 7:30PM","60.22","87%","-3.8%","6","17.2","4.5",".519","0.0",".000","3.2",".632","6.7","4.3","1.0","0.3","1.7","1.0","3.0"
"*02nf9*","Andre Drummond","CHI","C","123","CHI-VAN","PHI<br/>Sat 8:00PM","60.13","69%","+0.2%","6","16.8","7.2",".535","0.0",".000","2.0",".667","9.0","10.2","0.8","1.0","0.5","1.8","2.8"
"*04ex6*","Isaiah Hartenstein","NY","PF,C","124","BNH","","60.12","83%","-1.9%","5","24.6","6.6",".545","0.2",".143","1.6",".750","8.6","7.8","1.2","1.0","1.0","1.2","3.0"
"*051oh*","Zion Williamson","NO","PF","125","BNH","","59.95","100%","0%","3","30.2","19.0",".491","0.0","0","4.7",".714","22.0","6.7","2.3","2.0","0.7","3.0","2.0"
"*04ewt*","Derrick White","BOS","PG,SG","126","FA","","59.95","76%","-4.4%","5","26.7","7.6",".474","1.8",".429","2.0",".800","10.6","3.2","2.8","0.8","0.6","1.0","3.2"
"*04qsj*","Bruce Brown","DEN","PG,SG,SF,PF","127","FA","","59.72","69%","-2.2%","6","27.6","8.3",".520","1.5",".474","1.0",".500","10.7","3.2","3.3","0.7","0.3","1.2","1.8"
"*05qtm*","Precious Achiuwa","TOR","PF,C","128","FA","","59.52","79%","+5.1%","6","23.2","8.5",".353","0.7",".235","2.2",".692","8.2","8.8","1.3","0.0","0.3","1.3","1.7"
